rank,tier,priority_score,formula_tier,formula_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,gmgn_realized_profit_usd,gmgn_pnl_ratio,gmgn_winrate,gmgn_buy_count,gmgn_sell_count,gmgn_period,gmgn_snapshot_at_iso,gmgn_snapshot_age_days,gmgn_profile_fresh,gmgn_tags,okx_win_rate,okx_avg_buy_value_usd,okx_preferred_mcap,okx_buy_tx_count,okx_snapshot_at_iso,kol_like,owner_manual_label,owner_manual_notes,sources,tags,provider_tags,token_tags,llm_verdict,llm_confidence,llm_recommended_action,llm_reasoning,llm_reviewed_at_iso,llm_review_fresh,llm_score_adjustment,llm_formula_disagreement,stale_review_count,stale_candidate,stale_reason,import_candidate,import_blocked,import_block_reason,review_lane,saved_but_now_blocked,manual_rating,manual_notes
153,C,86.9,C,86.9,65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,https://gmgn.ai/sol/address/65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,,,,1,1,0.250,4,4,3.82,0.7,2026-05-10T05:34:02.000Z,2026-05-12T06:42:46.145Z,119579,,18.18017716417,0,yes,0.7,2026-05-12T06:42:46.145Z,0.00031207290312380045,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
154,C,86.8,C,86.8,AtFjYrCLRZMwEXFr4pK3NShq58CGZFXZ21LDeWMUUoF4,https://gmgn.ai/sol/address/AtFjYrCLRZMwEXFr4pK3NShq58CGZFXZ21LDeWMUUoF4,,,,1,1,0.333,3,3,3,1.7,2026-05-10T20:13:15.000Z,2026-05-11T05:34:06.307Z,28902,,16.11584785388,0,yes,1.7,2026-05-11T05:34:06.307Z,0.0001958992685119199,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
155,B,86.4,B,105.1,73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,https://gmgn.ai/sol/address/73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,枯坐p小将,rob02643673_rob,枯坐p小将,2,2,0.400,5,4,1.72,1.7,2026-05-08T05:28:10.000Z,2026-05-11T05:33:16.181Z,111610,,18.13889277837,0,yes,1.7,2026-05-11T05:33:16.181Z,0.001150741306909577,,,0.39215686274509803,,,7d,2026-05-12T16:35:59.885Z,0.3,yes,top_renamed|photon|app_smart_money|trojan|axiom|gmgn,,,,,,yes,,,gmgn,smart_degen,axiom|photon|trojan|gmgn,paper_hands,inflated_or_wash,75,remove,"Wallet is a KOL with negative PnL and no trader actions, making it noisy influencer flow.",2026-05-12T16:37:17.849Z,yes,-18.7,yes,1,no,,no,yes,kol_like,blocked,yes,,
156,B,84.9,B,106.1,8gW5oJqmrDk7Ja8kpTcwba3tDFx4PuexgYg9QdCCZDiM,https://gmgn.ai/sol/address/8gW5oJqmrDk7Ja8kpTcwba3tDFx4PuexgYg9QdCCZDiM,▲lex,AlekssRG,▲lex,2,2,0.222,9,9,2.26,0.7,2026-05-10T07:41:04.000Z,2026-05-12T06:42:36.124Z,99339,,0,0,yes,0.7,2026-05-12T06:42:36.124Z,0,,,0.06896551724137931,,,7d,2026-05-12T16:36:04.397Z,0.3,yes,kol|gmgn,,,,,,yes,,,gmgn,renowned,kol|gmgn,transfer_in|paper_hands,inflated_or_wash,85,remove,"KOL with extremely low winrate, no trader actions, and many tokens created indicates noisy flow.",2026-05-12T16:37:17.849Z,yes,-21.2,yes,1,no,,no,yes,kol_like,blocked,yes,,
157,B,84.6,B,107.1,J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,https://gmgn.ai/sol/address/J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,0x高达,ARICHCOO,0x高达,2,2,0.333,6,6,1.51,0.7,2026-05-10T05:34:20.000Z,2026-05-12T06:42:32.172Z,134043,,-3.7791356258776965,0,yes,0.7,2026-05-12T06:42:32.172Z,0.012149452483378387,,,0.17142857142857143,,,7d,2026-05-12T16:36:19.445Z,0.3,yes,kol|gmgn,,,,,,yes,,,gmgn,renowned,kol|gmgn,paper_hands|bundler,inflated_or_wash,90,remove,"KOL-like with negative PnL, very low winrate (17%), and all sightings are holds, indicating noisy influencer flow not profitable trading.",2026-05-12T16:38:13.205Z,yes,-22.5,yes,2,no,,no,yes,kol_like,blocked,yes,,
158,C,84.1,C,84.1,14HDbSrjCJKgwCXDBXv8PGRGFaLrAqDBq2mCwSA46q5x,https://gmgn.ai/sol/address/14HDbSrjCJKgwCXDBXv8PGRGFaLrAqDBq2mCwSA46q5x,0xMistBlade 🗡️,0xMistBlade,0xMistBlade 🗡️,1,1,1.000,1,1,1,4.6,2026-05-07T16:26:15.000Z,2026-05-08T08:07:17.477Z,79098,,4.764316630490517,0,no,4.6,2026-05-08T08:07:17.477Z,0.00017273279716154526,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom|padre,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
159,C,84.1,C,84.1,2kv8X2a9bxnBM8NKLc6BBTX2z13GFNRL4oRotMUJRva9,https://gmgn.ai/sol/address/2kv8X2a9bxnBM8NKLc6BBTX2z13GFNRL4oRotMUJRva9,GH0STEE,gh0stee,GH0STEE,1,1,1.000,1,1,1,4.6,2026-05-08T05:08:33.000Z,2026-05-08T08:07:33.545Z,91917,,626.80237204961,0,no,4.6,2026-05-08T08:07:33.545Z,0.000025749926687129796,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
160,C,84.1,C,84.1,4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,https://gmgn.ai/sol/address/4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,prosciutto,prosciuttosol,prosciutto,1,1,1.000,1,1,1,4.6,2026-05-08T02:40:03.000Z,2026-05-08T08:07:17.477Z,79098,,-67.32241373364,0,no,4.6,2026-05-08T08:07:17.477Z,0.00016519642492601744,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|trojan,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
161,C,84.1,C,84.1,9A4h17UgLGaVws6T1mBxzH5gkG35CUSrTfNgNK5Uj4Rp,https://gmgn.ai/sol/address/9A4h17UgLGaVws6T1mBxzH5gkG35CUSrTfNgNK5Uj4Rp,Cendol 岑铎,Cendolnice,Cendol 岑铎,1,1,0.200,5,5,1.26,0.7,2026-05-10T09:37:56.000Z,2026-05-12T06:42:38.128Z,119579,,-127.79636366689998,0,yes,0.7,2026-05-12T06:42:38.128Z,0.00024012075846868952,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom|photon|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
162,C,84.1,C,84.1,9St6ETbe3CFitw6UNSd8kg7kZ6STXy71wEGiERqQj89U,https://gmgn.ai/sol/address/9St6ETbe3CFitw6UNSd8kg7kZ6STXy71wEGiERqQj89U,Trench Guerilla,trenchguerilla,Trench Guerilla,1,1,1.000,1,1,1,4.6,2026-05-06T23:52:36.000Z,2026-05-08T08:07:13.503Z,148507,,8.08979063925,0,no,4.6,2026-05-08T08:07:13.503Z,0.000016053296146598953,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom|gmgn|padre,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
163,C,81.4,C,81.4,41uh7g1DxYaYXdtjBiYCHcgBniV9Wx57b7HU7RXmx1Gg,https://gmgn.ai/sol/address/41uh7g1DxYaYXdtjBiYCHcgBniV9Wx57b7HU7RXmx1Gg,Lowskii,Lowskii_gg,Lowskii,1,1,0.500,2,2,0.69,1.7,2026-05-10T08:29:24.000Z,2026-05-11T05:33:22.266Z,119579,,0.79745109493,0,yes,1.7,2026-05-11T05:33:22.266Z,0.0012328276642174798,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom|bullx,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
164,C,81,C,81,C937MwaPmo2d6zxysoGeEERZZit7EC7H1R3Mem3BfUKZ,https://gmgn.ai/sol/address/C937MwaPmo2d6zxysoGeEERZZit7EC7H1R3Mem3BfUKZ,,,,1,1,0.333,3,3,2.86,0.7,2026-05-10T05:39:55.000Z,2026-05-12T06:42:34.186Z,119579,,-0.27050001367,0,yes,0.7,2026-05-12T06:42:34.186Z,0.005222899958958245,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
165,C,81,C,81,CE6q7wR6NYKU1QzhQUz7T8ud7rtc7U5JequuzA6KAXmr,https://gmgn.ai/sol/address/CE6q7wR6NYKU1QzhQUz7T8ud7rtc7U5JequuzA6KAXmr,,,,1,1,0.333,3,3,2.86,0.7,2026-05-10T19:55:26.000Z,2026-05-12T06:42:32.168Z,4713,,-2.66906205955,0,yes,0.7,2026-05-12T06:42:32.168Z,0.014134577479745685,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
166,C,81,C,81,HebCWRzLJ5p8vKahEMjFQvoZi8oap977agVLLswUodr8,https://gmgn.ai/sol/address/HebCWRzLJ5p8vKahEMjFQvoZi8oap977agVLLswUodr8,,,,1,1,0.333,3,3,2.86,0.7,2026-05-10T21:01:43.000Z,2026-05-12T06:42:34.185Z,28902,,-3.26431405612,0,yes,0.7,2026-05-12T06:42:34.185Z,0.002237675178155713,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
167,C,80.6,C,80.6,2xygiSjkrvpc4rNjpg6dzeBhk3wvQaaWRSMAK4x2Tyyn,https://gmgn.ai/sol/address/2xygiSjkrvpc4rNjpg6dzeBhk3wvQaaWRSMAK4x2Tyyn,,,,1,1,0.500,2,2,2,4.6,2026-05-07T13:39:35.000Z,2026-05-08T08:07:21.499Z,131302,,677.44949410691,0,no,4.6,2026-05-08T08:07:21.499Z,0.00008608308185947129,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
168,C,80.6,C,80.6,3oe7aYLUw2Pkbm7QMAhAjn5WbzaoG9tigkrX1mAecr1P,https://gmgn.ai/sol/address/3oe7aYLUw2Pkbm7QMAhAjn5WbzaoG9tigkrX1mAecr1P,,,,1,1,0.500,2,2,2,4.6,2026-05-07T17:20:41.000Z,2026-05-08T08:07:21.497Z,131302,,-225.90070665794622,0,no,4.6,2026-05-08T08:07:21.497Z,0.00023312532675203078,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
169,C,80.6,C,80.6,AsVTFhFYxFBUHLXXDKP1SYUnm5G5HAHoprxMYqfiMWT4,https://gmgn.ai/sol/address/AsVTFhFYxFBUHLXXDKP1SYUnm5G5HAHoprxMYqfiMWT4,,,,1,1,0.500,2,2,2,4.6,2026-05-07T03:38:49.000Z,2026-05-08T08:07:21.504Z,131302,5356,1325.3175585582687,0,no,4.6,2026-05-08T08:07:21.504Z,0.00035297814503339257,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
170,C,80.6,C,80.6,B54xDTfSGDBDNdGmsQLA4d8Lxkz5CCwzm19S2maz3A8P,https://gmgn.ai/sol/address/B54xDTfSGDBDNdGmsQLA4d8Lxkz5CCwzm19S2maz3A8P,,,,1,1,0.500,2,2,2,4.6,2026-05-06T10:37:38.000Z,2026-05-08T08:07:27.489Z,139810,,69.52366576647,0,no,4.6,2026-05-08T08:07:27.489Z,0.000016121996900222925,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
171,C,80.6,C,80.6,DknQuSA3PvfcuNiF46mJDE4fX6HPNkJKXovRfkV2eqoR,https://gmgn.ai/sol/address/DknQuSA3PvfcuNiF46mJDE4fX6HPNkJKXovRfkV2eqoR,,,,1,1,0.500,2,2,2,4.6,2026-05-07T02:52:58.000Z,2026-05-08T08:07:29.508Z,131302,,2327.317333538272,0,no,4.6,2026-05-08T08:07:29.508Z,0.002415333303488492,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
172,C,80.6,C,80.6,FX2MjjFCMkKWupyCQR49gdtSwEpc7fpGJKkFX4J9hjfs,https://gmgn.ai/sol/address/FX2MjjFCMkKWupyCQR49gdtSwEpc7fpGJKkFX4J9hjfs,,,,1,1,0.500,2,2,2,4.6,2026-05-07T10:02:18.000Z,2026-05-08T08:07:25.466Z,25573,,-102.22767077685,0,no,4.6,2026-05-08T08:07:25.466Z,0.0004568095022523564,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
173,C,79.9,B,101.1,71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,https://gmgn.ai/sol/address/71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,,,,3,2,1.000,3,2,3,4.6,2026-05-08T08:07:17.000Z,2026-05-08T08:08:34.962Z,142975,0,-3.94257918716287,,no,4.6,2026-05-08T08:08:34.962Z,,,,0.4603174603174603,,,7d,2026-05-12T16:35:59.389Z,0.3,yes,,,,,,,no,,,okx,smart_money,,,inflated_or_wash,85,remove,Multiple sell actions with $0 amounts and negative PnL indicate inflated or wash trading activity.,2026-05-12T16:38:54.740Z,yes,-21.2,yes,1,no,,no,no,,watch,no,,
174,C,79.6,C,79.6,AdcmMagw4y7wYbux9TWRTLSDR8MLUp4ZbsMSHHquuMpg,https://gmgn.ai/sol/address/AdcmMagw4y7wYbux9TWRTLSDR8MLUp4ZbsMSHHquuMpg,,,,1,1,0.250,4,3,1.37,1.7,2026-05-08T05:47:31.000Z,2026-05-11T05:33:46.292Z,139810,0,3.55648982011,0,yes,1.7,2026-05-11T05:33:46.292Z,0.0023316917616690892,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
175,C,79.5,C,79.5,BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,https://gmgn.ai/sol/address/BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,,,,1,1,0.167,6,6,5.72,0.7,2026-05-10T15:34:59.000Z,2026-05-12T06:42:46.142Z,119579,,0,0,yes,0.7,2026-05-12T06:42:46.142Z,0.00041836303070113753,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|photon,bundler|paper_hands|transfer_in,,,,,,no,0,no,0,no,,no,no,,watch,no,,
176,C,79.4,C,79.4,bTiNAiDWsAzuDvqf1vGcv3GuvgLxVvaj76KABoqkJa6,https://gmgn.ai/sol/address/bTiNAiDWsAzuDvqf1vGcv3GuvgLxVvaj76KABoqkJa6,,,,1,1,0.333,3,3,3,1.7,2026-05-11T00:43:44.000Z,2026-05-11T05:34:06.310Z,28902,,-349.45508611635,0,yes,1.7,2026-05-11T05:34:06.310Z,0.0000828911883897237,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
177,C,79.1,C,79.1,5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg,https://gmgn.ai/sol/address/5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg,,,,1,1,1.000,1,1,1,4.6,2026-05-08T07:53:37.000Z,2026-05-08T08:08:34.984Z,162730,0,2532.8417810798005,0.355932,no,4.6,2026-05-08T08:08:34.984Z,162.57432700201096,,,,,,,,,no,,,,,,,no,,,okx,kol,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
178,C,79,C,79,2g7ucyLawrQ9FZJv22xYZJwsY3DTLHxVnkEqXooUVWyt,https://gmgn.ai/sol/address/2g7ucyLawrQ9FZJv22xYZJwsY3DTLHxVnkEqXooUVWyt,,,,1,1,0.200,5,5,4.77,0.7,2026-05-10T05:18:07.000Z,2026-05-12T06:42:34.186Z,119579,,-145.53456008118,0,yes,0.7,2026-05-12T06:42:34.186Z,0.00676778738534182,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
179,C,78.4,C,78.4,77Uy6sLLggDg9ZB7Yu7xbtCShVTVvJsVNrPdyQFjLVD5,https://gmgn.ai/sol/address/77Uy6sLLggDg9ZB7Yu7xbtCShVTVvJsVNrPdyQFjLVD5,,,,1,1,0.143,7,6,6.68,0.7,2026-05-10T20:19:42.000Z,2026-05-12T06:42:46.142Z,28902,,-9.59181438239,0,yes,0.7,2026-05-12T06:42:46.142Z,0.00025822814296005145,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
180,C,78.2,B,99.4,Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,https://gmgn.ai/sol/address/Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,,,,2,2,0.400,5,5,5,1.7,2026-05-11T00:49:49.000Z,2026-05-11T05:34:06.309Z,74240,,-46.11180385221,0,yes,1.7,2026-05-11T05:34:06.309Z,0.000055727840694374464,,,0.4901185770750988,,,7d,2026-05-12T16:36:21.941Z,0.3,yes,,,,,,,no,,,gmgn,smart_degen,,paper_hands|bundler,inflated_or_wash,85,remove,"Negative PnL (-$46), token tags bundler/paper_hands, and mostly holds with unavailable amounts, indicating wash trading activity.",2026-05-12T16:38:13.205Z,yes,-21.2,yes,1,no,,no,no,,watch,no,,
181,C,77.7,C,77.7,CDL22EuTKoWeXpiStMWu9pLqLNSn5NkMG3nKoz1YRVUf,https://gmgn.ai/sol/address/CDL22EuTKoWeXpiStMWu9pLqLNSn5NkMG3nKoz1YRVUf,Thokani 🕊️,thokani,Thokani 🕊️,1,1,0.250,4,4,4,1.7,2026-05-10T20:15:30.000Z,2026-05-11T05:34:06.310Z,28902,,-477.11309649672,0,yes,1.7,2026-05-11T05:34:06.310Z,0.00023593254316402074,,,,,,,,,no,,,,,,,yes,,,gmgn,smart_degen,padre|fomo,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
182,C,77.7,C,77.7,Hb9SqR4DU79HbZ4EBRpfgFREvea6hxgScjxKvojzA3EV,https://gmgn.ai/sol/address/Hb9SqR4DU79HbZ4EBRpfgFREvea6hxgScjxKvojzA3EV,,,,1,1,0.250,4,4,4,1.7,2026-05-10T06:56:25.000Z,2026-05-11T05:33:50.226Z,119579,,-6.21819933742,0,yes,1.7,2026-05-11T05:33:50.226Z,0.00011911037441408649,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,fresh_wallet|axiom|padre,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
183,C,77.5,C,77.5,9DdgHe2XoJF2B95z6uGurSjsLqT9EzBzm6BUsDR6D2PJ,https://gmgn.ai/sol/address/9DdgHe2XoJF2B95z6uGurSjsLqT9EzBzm6BUsDR6D2PJ,,,,1,1,0.167,6,5,5.72,0.7,2026-05-10T06:23:01.000Z,2026-05-12T06:42:46.145Z,119579,,-6.71678223359,0,yes,0.7,2026-05-12T06:42:46.145Z,0.00003391058511801131,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
184,C,75.6,C,75.6,6VHxuussrXXhN8jTwgpQ8oKv6ZbXxqNCj2HfY6sq5SaL,https://gmgn.ai/sol/address/6VHxuussrXXhN8jTwgpQ8oKv6ZbXxqNCj2HfY6sq5SaL,CryptoLucky🔶,sol_lucky_,CryptoLucky🔶,1,1,0.500,2,2,2,4.6,2026-05-08T05:08:13.000Z,2026-05-08T08:07:33.545Z,91917,,-29.91988992616,0,no,4.6,2026-05-08T08:07:33.545Z,0.00007905984874460593,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom|gmgn,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
185,C,75.1,C,75.1,2fnp6XUrJea36F4bGR7him4zS4Tg8FE17hgKgQWSuPP7,https://gmgn.ai/sol/address/2fnp6XUrJea36F4bGR7him4zS4Tg8FE17hgKgQWSuPP7,,,,1,1,0.333,3,3,3,4.6,2026-05-07T13:39:35.000Z,2026-05-08T08:07:21.504Z,131302,1818,666.42999456157,0,no,4.6,2026-05-08T08:07:21.504Z,0.00008679325532943845,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
186,C,75.1,C,75.1,3gzApubkHv6bA9zvGiBoyRhe6RVY8N6QfehW5fcWinRD,https://gmgn.ai/sol/address/3gzApubkHv6bA9zvGiBoyRhe6RVY8N6QfehW5fcWinRD,,,,1,1,0.333,3,3,3,4.6,2026-05-07T21:35:26.000Z,2026-05-08T08:07:17.477Z,79098,,-56.8575417518,0,no,4.6,2026-05-08T08:07:17.477Z,0.0002257719443653062,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
187,C,75.1,C,75.1,47VviWP4qb2QzkZowgoCFmzrZN5RojgkV1A2VSJWiukE,https://gmgn.ai/sol/address/47VviWP4qb2QzkZowgoCFmzrZN5RojgkV1A2VSJWiukE,,,,1,1,0.333,3,3,3,4.6,2026-05-07T05:29:25.000Z,2026-05-08T08:07:29.509Z,139810,,524.51530443392,0,no,4.6,2026-05-08T08:07:29.509Z,0.0018208907761181837,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
188,C,75.1,C,75.1,4BRiPjfVeAehyxMw78Cw9Jsa8NMwy8TBgJ1RNMGcexpA,https://gmgn.ai/sol/address/4BRiPjfVeAehyxMw78Cw9Jsa8NMwy8TBgJ1RNMGcexpA,,,,1,1,0.333,3,3,3,4.6,2026-05-07T13:39:35.000Z,2026-05-08T08:07:21.502Z,131302,,713.42793221143,0,no,4.6,2026-05-08T08:07:21.502Z,0.00008175204878711568,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
189,C,75.1,C,75.1,8zws4rkYZGFX7G7uJ8x7WHFh5JLkSb5KePgwSVNkzsxu,https://gmgn.ai/sol/address/8zws4rkYZGFX7G7uJ8x7WHFh5JLkSb5KePgwSVNkzsxu,,,,1,1,0.333,3,3,3,4.6,2026-05-08T05:00:17.000Z,2026-05-08T08:07:33.544Z,91917,,48.77812329043,0,no,4.6,2026-05-08T08:07:33.544Z,0.00003123898782233442,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
190,C,75.1,C,75.1,9asBCQqp2o5BicHWPJZJ1RBh8hKQR76rejKgkQkzNwPy,https://gmgn.ai/sol/address/9asBCQqp2o5BicHWPJZJ1RBh8hKQR76rejKgkQkzNwPy,,,,1,1,0.333,3,3,3,4.6,2026-05-07T02:56:19.000Z,2026-05-08T08:07:21.504Z,131302,,85.59863182311,0,no,4.6,2026-05-08T08:07:21.504Z,0.00023388528700460774,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
191,C,75.1,C,75.1,ARARAw1AL4kKnuwFyU534yoGv5ytexxeVpbcuEvpqi89,https://gmgn.ai/sol/address/ARARAw1AL4kKnuwFyU534yoGv5ytexxeVpbcuEvpqi89,,,,1,1,0.333,3,3,3,4.6,2026-05-07T02:50:54.000Z,2026-05-08T08:07:21.503Z,131302,,52.18440064821,0,no,4.6,2026-05-08T08:07:21.503Z,0.00032293253796339904,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
192,C,75.1,C,75.1,B2fon4BhWGNnUAyqWafLDtZof9kjL8nEBrdgP97WQcuX,https://gmgn.ai/sol/address/B2fon4BhWGNnUAyqWafLDtZof9kjL8nEBrdgP97WQcuX,,,,1,1,0.333,3,3,3,4.6,2026-05-07T19:32:55.000Z,2026-05-08T08:07:29.509Z,139810,,3683.99696050577,0,no,4.6,2026-05-08T08:07:29.509Z,0.003362751986668055,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
193,C,75.1,C,75.1,GV3xVMBcrHoUaq9daSkff9byhq1eiHjbC5z6dbdTEUpA,https://gmgn.ai/sol/address/GV3xVMBcrHoUaq9daSkff9byhq1eiHjbC5z6dbdTEUpA,,,,1,1,0.333,3,3,3,4.6,2026-05-07T22:09:08.000Z,2026-05-08T08:07:29.513Z,79098,,659.03392272775,0,no,4.6,2026-05-08T08:07:29.513Z,0.00009605843174651439,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
194,C,75.1,C,75.1,Gs4oiYvTkrcWjg9NsQGEZt7pqFn3sRX43KRZK5j21SEL,https://gmgn.ai/sol/address/Gs4oiYvTkrcWjg9NsQGEZt7pqFn3sRX43KRZK5j21SEL,,,,1,1,0.333,3,3,3,4.6,2026-05-07T00:29:45.000Z,2026-05-08T08:07:29.509Z,139810,,-79.30847061202,0,no,4.6,2026-05-08T08:07:29.509Z,0.00021783669982049908,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
195,C,74.2,C,74.2,9ZFAgg82Ud8qxWmwyrEar2t5NWaWstcRFoKKJZEYQndS,https://gmgn.ai/sol/address/9ZFAgg82Ud8qxWmwyrEar2t5NWaWstcRFoKKJZEYQndS,Brookly,Peterbrookly,Brookly,1,1,0.250,4,4,3.82,0.7,2026-05-10T20:25:53.000Z,2026-05-12T06:42:46.148Z,28902,1,0,0,yes,0.7,2026-05-12T06:42:46.148Z,0.00042243827251098776,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|gmgn,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
196,C,73.3,C,73.3,2oYNaFL8ZAy8kKKEBZ6uHY2aCMdujk7LG7ggX2Fm3zBa,https://gmgn.ai/sol/address/2oYNaFL8ZAy8kKKEBZ6uHY2aCMdujk7LG7ggX2Fm3zBa,,,,1,1,0.250,4,4,4,4.6,2026-05-07T03:35:06.000Z,2026-05-08T08:07:29.512Z,131302,,917.768413728052,0,no,4.6,2026-05-08T08:07:29.512Z,0.00017404949621965913,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
